2020-02-26 23:56:44,b'RT @Salud_Ec: #Prevenci\xc3\xb3nEsSalud | El Gobierno Nacional a trav\xc3\xa9s de @Salud_Ec ejecuta acciones de vigilancia y prevenci\xc3\xb3n en todo el pa\xc3\xads.\xe2\x80\xa6'
2020-02-26 23:56:27,"b'RT @aapnewspk: Aap News #Headlines\n12:00 PM | 26 February 2020 \n\nFore more updates, please visit:\nhttps://t.co/aOKwhoD9vI\n\n#AapNews #Latest\xe2\x80\xa6'"
2020-02-26 23:56:23,b'Looking forward to our @KUEdwardsCampus Biotechnology and Molecular Biosciences faculty sharing their knowledge abo\xe2\x80\xa6 https://t.co/txWWlq9dUR'
2020-02-26 23:48:38,b'RT @Dobronyi: \xf0\x9f\xa6\x81\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9a\x95\xef\xb8\x8f ~ 6:00 PM EST ~ #President and #CDC #staff will hold a White House #press #briefing on the #Coronavirus~White House Bri\xe2\x80\xa6'
2020-02-26 23:44:58,b'https://t.co/4tAGIr4kwU Salud! to get through @real Pink Tie &amp; Pink-Rimmed Eyes 00 -\ndig that hot-pink-eyeshadow! -\xe2\x80\xa6 https://t.co/Vs4WkmklX5'
2020-02-26 23:38:39,b'\xf0\x9f\xa6\x81\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9a\x95\xef\xb8\x8f ~ 6:00 PM EST ~ #President and #CDC #staff will hold a White House #press #briefing on the #Coronavirus~White\xe2\x80\xa6 https://t.co/YZDKt48uY5'
2020-02-26 23:36:33,b'RT @Teleantioquia: Espere en la emisi\xc3\xb3n central de #TANoticias | Comienzan a escasear los tapabocas en Medell\xc3\xadn. Temor al #Coronavirus prov\xe2\x80\xa6'
2020-02-26 23:34:52,b'RT @Teleantioquia: Espere en la emisi\xc3\xb3n central de #TANoticias | Comienzan a escasear los tapabocas en Medell\xc3\xadn. Temor al #Coronavirus prov\xe2\x80\xa6'
2020-02-26 23:33:27,b'Espere en la emisi\xc3\xb3n central de #TANoticias | Comienzan a escasear los tapabocas en Medell\xc3\xadn. Temor al #Coronavirus\xe2\x80\xa6 https://t.co/bOnuMej3TN'
2020-02-26 23:31:43,b'RT @Emergenza24: [27.02-00:20] ULTIMO AGGIORNAMENTO #epidemia #polmonite da #coronavirus 2019-nCoV \xe2\x80\x93 Informazioni ed aggiornamenti: https:/\xe2\x80\xa6'
2020-02-26 23:31:02,b'Last updated: 2020-02-26 23:05:01+00:00GMT\n  Coronavirus [COVID-19]\n    Cases: 81406\n    Deaths: 2771\n \n#corona\xe2\x80\xa6 https://t.co/Ekl49mT2eD'
2020-02-26 23:30:34,b'RT @_ROB_29: President @realDonaldTrump will be doing a live conference on #CoronaVirus today at 6:00 PM\n\nOne thing the left hates is when\xe2\x80\xa6'
2020-02-26 23:28:02,b'RT @_ROB_29: President @realDonaldTrump will be doing a live conference on #CoronaVirus today at 6:00 PM\n\nOne thing the left hates is when\xe2\x80\xa6'
2020-02-26 23:24:19,"b'Testimonios, he salido a comprar y buscar tapabocas, lamentablemente lo evidente est\xc3\xa1 pasando, la venta de una caja\xe2\x80\xa6 https://t.co/WE5EYIybmE'"
2020-02-26 23:22:20,b'RT @_ROB_29: President @realDonaldTrump will be doing a live conference on #CoronaVirus today at 6:00 PM\n\nOne thing the left hates is when\xe2\x80\xa6'
2020-02-26 23:22:16,b'RT @ffoottooss: Menos mal q los ingenieros ya est\xc3\xa1n listos para lo que pueda venir con el\n\n #coronavirus\n\n https://t.co/0S2kyJ69Ur'
2020-02-26 23:20:19,b'Situazione #coronavirus #COVID19\n#coronavirusItalia #Covid_19 \n#COVID\xe3\x83\xbc19 \nTra ( ) con il simbolo + i nuovi casi dal\xe2\x80\xa6 https://t.co/32FUZxaxT9'
2020-02-26 23:20:06,b'[27.02-00:20] ULTIMO AGGIORNAMENTO #epidemia #polmonite da #coronavirus 2019-nCoV \xe2\x80\x93 Informazioni ed aggiornamenti:\xe2\x80\xa6 https://t.co/hZof4Ti1MO'
2020-02-26 23:20:02,"b'RT @SinMurosMx: #SinMurosNoticias\n\n\xe2\x80\xbc\xef\xb8\x8fSiempre s\xc3\xad\xe2\x80\xbc\xef\xb8\x8f\n\n\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd Crucero atracar\xc3\xa1 en #Cozumel #M\xc3\xa9xico, tras descartar caso de #coronavirus; tiene auto\xe2\x80\xa6'"
2020-02-26 23:19:57,b'RT @_ROB_29: President @realDonaldTrump will be doing a live conference on #CoronaVirus today at 6:00 PM\n\nOne thing the left hates is when\xe2\x80\xa6'
2020-02-26 23:18:26,"b'RT @fl_trump: Is this is one way to get rid of currupt politicians @realDonaldTrump, having them shake hands, hug &amp; not wear face masks aro\xe2\x80\xa6'"
2020-02-26 23:18:04,b'RT @dw_espanol: Efectos colaterales del #coronavirus en Argentina\n\nCaen un 30% las exportaciones de carne hacia China. En parte por la epid\xe2\x80\xa6'
2020-02-26 23:12:40,"b'RT @CoronaTurkeyEN: \xf0\x9f\x93\x88Latest COVID19 update\n\xf0\x9f\x95\x9002.26.2020 11:00 am GMT\n\n\xe2\x9c\x85Total confirmed cases: 81,380\n\xe2\x98\xa0\xef\xb8\x8fTotal deaths: 2,770\n\xe2\x99\xbb\xef\xb8\x8fTotal recovered\xe2\x80\xa6'"
2020-02-26 23:10:19,b'RT @sukemomo: Last updated: 2020-02-26 22:05:01+00:00GMT\n  Coronavirus [COVID-19]\n    Cases: 81398\n    Deaths: 2771\n \n#corona #coronavirus\xe2\x80\xa6'
2020-02-26 23:09:48,"b'\xf0\x9f\x93\x88Latest COVID19 update\n\xf0\x9f\x95\x9002.26.2020 11:00 am GMT\n\n\xe2\x9c\x85Total confirmed cases: 81,380\n\xe2\x98\xa0\xef\xb8\x8fTotal deaths: 2,770\n\xe2\x99\xbb\xef\xb8\x8fTotal recov\xe2\x80\xa6 https://t.co/HFR0aEY50G'"
2020-02-26 23:08:38,b'RT @Emergenza24: ADESSO [27.02-00:00] #Italia riepilogo casi e disposizioni di contenimento del contagio #coronavirus #coronarvirusitalia #\xe2\x80\xa6'
